Name	Index Year	Overall Score	Business Freedom	Trade Freedom	Fiscal Freedom	Government Spending	Monetary Freedom	Investment Freedom	Financial Freedom	Property Rights	Freedom From Corruption	Labor Freedom
Morocco	2006	51,5	67,8	35,2	63,3	72,8	82,1	70,0	30,0	30,0	32,0	31,7
"Mozambique "	2006	51,9	44,1	65,2	78,1	73,4	67,0	50,0	50,0	30,0	28,0	33,1
Namibia	2006	60,7	74,4	77,8	62,4	59,4	75,1	50,0	50,0	30,0	41,0	86,5
Nepal	2006	53,7	62,4	53,8	86,6	92,3	77,2	30,0	30,0	30,0	28,0	47,1
New Zealand	2006	82,0	99,9	79,2	61,7	54,8	85,6	70,0	90,0	90,0	96,0	92,8
"Nicaragua "	2006	63,8	57,0	77,6	79,8	78,1	72,3	70,0	70,0	30,0	27,0	76,1
Niger	2006	52,5	28,8	57,6	62,7	90,9	87,9	50,0	50,0	30,0	22,0	44,7
Nigeria	2006	48,7	50,0	51,2	84,1	56,9	65,8	30,0	30,0	30,0	16,0	73,3
North Korea	2006	4,0	0,0	0,0	0,0	0,0	0,0	10,0	10,0	10,0	10,0	0,0
Norway	2006	67,9	91,4	84,2	50,8	34,9	88,7	50,0	50,0	90,0	89,0	50,6
Oman	2006	63,7	57,0	57,8	98,5	56,5	81,5	50,0	50,0	50,0	61,0	74,8
"Pakistan "	2006	57,9	72,2	59,0	71,4	89,5	77,2	50,0	50,0	30,0	21,0	58,6
"Panama "	2006	65,6	73,7	71,2	81,3	88,0	90,2	70,0	70,0	30,0	37,0	44,2
Papua New Guinea	2006	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
"Paraguay "	2006	55,6	50,0	74,6	90,1	90,8	72,9	50,0	50,0	30,0	19,0	28,9
Peru	2006	60,5	65,6	67,2	80,3	75,6	84,0	50,0	70,0	30,0	35,0	47,0
Poland	2006	59,3	56,5	82,4	68,7	39,5	79,6	50,0	70,0	50,0	35,0	61,2
Portugal	2006	62,9	73,3	82,4	64,0	29,7	84,4	70,0	50,0	70,0	63,0	42,2
Qatar	2006	62,4	60,0	74,6	99,9	71,7	75,7	30,0	50,0	50,0	52,0	60,0
"Republic of Congo "	2006	43,8	47,4	49,4	51,0	73,5	78,5	30,0	30,0	10,0	23,0	45,0
Romania	2006	58,2	74,6	68,4	87,5	68,9	66,6	50,0	50,0	30,0	29,0	57,5
Russia	2006	52,4	59,7	62,6	90,8	63,5	68,0	30,0	30,0	30,0	28,0	61,8
Rwanda	2006	52,8	50,8	71,8	73,9	82,6	70,1	30,0	50,0	30,0	10,0	59,2
Saint Lucia	2006	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Saint Vincent and the Grenadines	2006	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Samoa	2006	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
"São Tomé and Príncipe "	2006	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Saudi Arabia	2006	63,0	51,0	70,4	99,4	69,3	90,8	30,0	50,0	50,0	34,0	85,3
Senegal	2006	56,2	55,1	66,6	60,7	84,4	90,4	50,0	30,0	50,0	30,0	44,4
"Serbia "	2006	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Seychelles	2006	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Sierra Leone	2006	45,2	50,8	58,4	75,1	68,9	74,0	30,0	30,0	10,0	23,0	32,0
Singapore	2006	88,0	96,9	85,0	89,5	89,6	88,0	90,0	60,0	90,0	93,0	98,2
Slovakia	2006	69,8	69,3	82,4	89,5	52,5	77,8	70,0	90,0	50,0	40,0	76,7
Slovenia	2006	61,9	75,1	82,4	64,0	44,3	81,7	70,0	50,0	50,0	60,0	41,6
Solomon Islands	2006	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
South Africa	2006	63,7	71,8	77,8	69,8	78,6	83,7	50,0	50,0	50,0	46,0	58,9
South Korea	2006	67,5	85,6	65,0	71,2	77,6	83,1	70,0	50,0	70,0	45,0	57,7
Spain	2006	68,2	78,7	82,4	55,3	50,5	83,9	70,0	70,0	70,0	71,0	50,0
Sri Lanka	2006	58,7	68,2	71,4	78,5	83,1	72,5	30,0	30,0	50,0	35,0	68,6
Sudan	2006	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Suriname	2006	55,1	42,0	61,6	64,5	76,6	67,1	30,0	30,0	50,0	43,0	86,2
Swaziland	2006	61,4	70,4	77,8	74,1	65,3	75,7	50,0	50,0	50,0	30,0	70,2
Sweden	2006	70,9	96,1	82,4	33,2	2,2	87,7	90,0	70,0	90,0	92,0	65,1
Switzerland	2006	78,9	85,0	82,0	73,4	61,1	89,6	70,0	70,0	90,0	91,0	77,1
Syria	2006	51,2	58,9	54,0	80,1	67,1	72,1	30,0	30,0	30,0	34,0	56,3
Taiwan	2006	69,7	73,0	81,8	75,8	84,0	88,8	70,0	50,0	70,0	56,0	47,3
Tajikistan	2006	52,6	39,2	70,8	91,1	89,1	65,1	30,0	30,0	30,0	20,0	60,3
Tanzania	2006	58,5	44,5	68,6	80,6	88,1	77,9	50,0	70,0	30,0	28,0	47,8
"Thailand "	2006	63,3	73,8	68,4	74,9	92,1	80,3	30,0	50,0	50,0	36,0	77,0
The Bahamas	2006	72,3	80,0	17,0	96,8	87,1	82,2	50,0	70,0	90,0	70,0	80,0
The Gambia	2006	57,3	59,4	59,6	71,0	84,3	66,0	50,0	50,0	30,0	28,0	75,0
The Netherlands	2006	75,4	87,5	82,4	48,0	29,1	86,6	90,0	90,0	90,0	87,0	62,9
The Philippines	2006	56,3	53,9	79,8	75,9	88,9	75,7	30,0	50,0	30,0	26,0	53,1
Timor-Leste	2006	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Togo	2006	47,3	37,3	57,0	49,7	94,4	86,5	30,0	30,0	30,0	10,0	48,3
Tonga	2006	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Trinidad and Tobago	2006	70,4	62,7	75,2	76,5	81,1	77,7	70,0	70,0	70,0	42,0	79,2
Tunisia	2006	57,5	80,3	38,6	73,3	77,8	83,5	30,0	30,0	50,0	50,0	61,7
Turkey	2006	57,0	66,7	81,0	68,0	68,1	64,7	50,0	50,0	50,0	32,0	39,1
Turkmenistan	2006	43,8	30,0	79,2	90,8	88,7	69,4	10,0	10,0	10,0	20,0	30,0
Uganda	2006	63,9	55,9	74,0	80,6	83,7	80,6	50,0	70,0	30,0	26,0	87,9
Ukraine	2006	54,4	43,1	77,2	90,2	75,8	72,9	30,0	50,0	30,0	22,0	53,2
United Arab Emirates	2006	62,2	49,0	75,0	99,3	76,1	76,8	30,0	30,0	50,0	61,0	74,3
United Kingdom	2006	80,4	91,5	82,4	62,3	43,5	86,7	90,0	90,0	90,0	86,0	81,1
United States	2006	81,2	93,2	81,4	68,9	61,1	85,0	70,0	90,0	90,0	75,0	97,8
"Uruguay "	2006	65,3	63,9	76,4	86,1	45,8	73,0	70,0	30,0	70,0	62,0	76,3
Uzbekistan	2006	48,7	67,0	68,2	77,3	52,2	61,8	30,0	10,0	30,0	23,0	67,1
Vanuatu	2006	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
"Venezuela "	2006	44,6	48,9	63,0	75,6	76,8	53,9	10,0	30,0	30,0	23,0	35,0
Vietnam	2006	50,5	60,0	57,6	74,3	74,8	74,2	30,0	30,0	10,0	26,0	67,7
Yemen	2006	52,6	54,9	61,6	75,0	56,2	68,0	50,0	30,0	30,0	24,0	76,7
Zambia	2006	56,8	64,4	66,2	70,7	71,0	62,3	50,0	50,0	50,0	26,0	57,2
Zimbabwe	2006	33,5	43,2	47,2	67,6	82,7	0,0	10,0	10,0	10,0	23,0	41,7
Afghanistan	2005	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Albania	2005	57,8	55,0	60,2	83,3	71,0	85,0	70,0	50,0	30,0	25,0	49,0
Algeria	2005	53,2	70,0	54,4	73,9	61,8	80,1	50,0	30,0	30,0	26,0	55,9
Angola	2005	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Argentina	2005	51,7	70,0	56,2	72,7	73,7	65,4	50,0	30,0	30,0	25,0	43,9
Armenia	2005	69,8	55,0	80,0	89,9	88,9	82,0	70,0	90,0	50,0	30,0	62,1
Australia	2005	79,0	85,0	77,2	59,1	60,9	84,0	70,0	90,0	90,0	88,0	85,8
Austria	2005	68,8	70,0	80,2	44,4	22,6	87,0	70,0	70,0	90,0	80,0	73,6
Azerbaijan	2005	54,4	55,0	69,2	79,2	87,0	80,4	30,0	30,0	30,0	18,0	64,8
Bahrain	2005	71,2	85,0	69,6	99,5	68,1	89,0	50,0	80,0	70,0	61,0	40,0
"Bangladesh "	2005	47,5	40,0	34,0	84,1	93,4	76,3	30,0	10,0	30,0	13,0	64,1
Barbados	2005	70,1	85,0	52,0	60,6	56,0	87,7	50,0	70,0	90,0	70,0	80,0
Belarus	2005	46,7	40,0	69,0	76,2	35,4	42,7	30,0	30,0	30,0	42,0	72,0
Belgium	2005	69,0	70,0	80,2	42,1	22,0	81,8	90,0	70,0	90,0	76,0	68,0
Belize	2005	64,5	70,0	58,4	83,9	68,9	85,2	50,0	50,0	50,0	45,0	83,3
Benin	2005	52,3	55,0	54,0	52,2	88,5	81,1	30,0	50,0	30,0	30,0	52,6
Bhutan	2005	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Bolivia	2005	58,4	55,0	67,4	88,9	66,7	84,9	50,0	70,0	30,0	23,0	47,7
Bosnia and Herzegovina	2005	48,8	40,0	71,8	70,1	23,8	84,5	30,0	70,0	10,0	33,0	54,8
Botswana	2005	69,3	85,0	77,8	75,6	45,0	76,4	70,0	70,0	70,0	57,0	66,6
Brazil	2005	61,7	70,0	65,2	86,2	69,9	72,7	50,0	50,0	50,0	39,0	64,6
Bulgaria	2005	62,3	55,0	82,0	80,3	53,4	83,1	50,0	70,0	30,0	39,0	80,3
Burkina Faso	2005	56,6	55,0	62,6	77,6	86,4	80,4	50,0	50,0	30,0	30,0	43,8
Burma	2005	40,5	40,0	70,8	82,0	97,8	48,2	10,0	10,0	10,0	16,0	20,0
Burundi	2005	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Cambodia	2005	60,0	55,0	52,0	91,3	90,4	87,0	50,0	70,0	30,0	30,0	43,9
Cameroon	2005	53,0	55,0	53,4	69,0	92,2	80,6	50,0	30,0	30,0	18,0	52,0
Canada	2005	75,8	85,0	82,8	75,1	50,8	84,7	50,0	70,0	90,0	87,0	82,2
Cape Verde	2005	57,8	85,0	23,0	81,2	64,5	87,1	50,0	50,0	50,0	30,0	56,9
Central African Republic	2005	56,5	55,0	45,0	65,3	92,4	77,6	70,0	50,0	30,0	30,0	49,7
Chad	2005	52,1	55,0	56,6	50,2	87,9	88,1	50,0	50,0	30,0	10,0	43,3
Chile	2005	77,8	70,0	79,2	78,3	84,8	84,4	70,0	70,0	90,0	74,0	77,3
China	2005	53,7	55,0	54,4	67,9	86,0	84,8	30,0	30,0	30,0	34,0	65,0
Colombia	2005	59,6	70,0	64,8	66,7	66,3	78,3	50,0	70,0	30,0	37,0	62,8
Comoros	2005	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
"Costa Rica "	2005	66,1	70,0	73,4	83,0	84,7	75,5	70,0	50,0	50,0	43,0	61,1
"Côte d'Ivoire "	2005	56,6	55,0	61,0	52,0	88,6	78,4	50,0	70,0	30,0	21,0	59,9
Croatia	2005	51,9	55,0	65,4	59,3	26,2	81,4	50,0	70,0	30,0	37,0	44,3
Cuba	2005	35,5	55,0	61,2	46,7	5,9	70,6	30,0	10,0	10,0	46,0	20,0
Cyprus	2005	71,9	85,0	73,6	79,0	57,4	83,0	50,0	70,0	90,0	61,0	70,0
Czech Republic	2005	64,6	70,0	76,8	68,2	15,1	88,9	70,0	90,0	70,0	39,0	57,7
Democratic Republic of Congo	2005	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Denmark	2005	75,3	100,0	80,2	33,9	8,3	85,6	70,0	90,0	90,0	95,0	99,9
Djibouti	2005	55,2	55,0	43,0	80,3	67,5	86,9	50,0	50,0	30,0	30,0	59,7
Dominica	2005	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Dominican Republic	2005	55,1	55,0	64,8	84,9	89,7	56,5	50,0	30,0	30,0	33,0	56,9
Ecuador	2005	52,9	55,0	64,0	85,0	84,5	68,3	30,0	50,0	30,0	22,0	39,8
Egypt	2005	55,8	55,0	58,2	66,1	78,6	77,6	50,0	30,0	50,0	33,0	59,7
"El Salvador "	2005	71,5	85,0	72,8	83,5	92,7	85,6	70,0	70,0	50,0	37,0	68,1
Equatorial Guinea	2005	53,3	55,0	57,0	92,7	93,3	67,3	30,0	50,0	30,0	10,0	47,4
Eritrea	2005	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Estonia	2005	75,2	85,0	84,8	82,9	61,6	85,5	90,0	90,0	70,0	55,0	47,4
Ethiopia	2005	51,1	55,0	52,0	73,5	65,3	68,5	50,0	30,0	30,0	25,0	61,6
Fiji	2005	58,2	70,0	60,2	78,5	71,5	78,4	30,0	50,0	30,0	30,0	83,6
Finland	2005	71,0	85,0	80,2	58,0	22,3	88,0	70,0	70,0	90,0	97,0	49,9
France	2005	60,5	70,0	80,2	44,8	10,9	86,0	70,0	50,0	70,0	69,0	54,3
Gabon	2005	54,8	55,0	53,4	61,2	76,1	81,9	50,0	30,0	50,0	30,0	60,2
Georgia	2005	57,1	55,0	65,2	89,9	90,5	75,9	30,0	50,0	30,0	18,0	66,8
Germany	2005	68,1	70,0	80,2	58,4	28,6	88,1	90,0	50,0	90,0	77,0	48,7
Ghana	2005	56,5	70,0	66,0	77,4	79,6	58,8	50,0	30,0	50,0	33,0	50,2
Greece	2005	59,0	70,0	80,2	58,0	54,4	78,1	50,0	50,0	50,0	43,0	56,1
"Guatemala "	2005	59,5	55,0	73,4	77,0	95,4	79,1	30,0	70,0	30,0	24,0	60,6
Guinea	2005	57,4	55,0	57,2	71,0	90,0	75,2	30,0	70,0	30,0	25,0	70,5
Guinea-Bissau	2005	46,0	40,0	56,4	83,0	65,9	83,0	50,0	10,0	10,0	10,0	51,6
Guyana	2005	56,5	55,0	63,8	60,3	43,0	80,1	50,0	70,0	50,0	30,0	62,5
Haiti	2005	48,4	40,0	67,0	78,1	96,3	55,4	30,0	30,0	10,0	15,0	61,9
"Honduras "	2005	55,3	55,0	70,4	82,2	75,3	72,2	30,0	70,0	30,0	23,0	44,7
Hong Kong	2005	89,5	100,0	90,0	93,6	89,7	85,1	90,0	90,0	90,0	80,0	86,5
"Hungary "	2005	63,5	70,0	70,0	67,9	25,6	75,6	70,0	70,0	70,0	48,0	68,2
Iceland	2005	76,6	85,0	78,2	72,5	30,9	88,6	70,0	90,0	90,0	96,0	64,6
India	2005	54,2	55,0	38,0	75,6	76,3	77,4	50,0	30,0	50,0	28,0	61,7
Indonesia	2005	52,9	55,0	77,2	77,5	90,0	71,7	30,0	30,0	30,0	19,0	49,1
Iran	2005	50,5	40,0	78,8	81,2	88,0	60,1	30,0	10,0	10,0	30,0	76,4
Iraq	2005	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Ireland	2005	80,8	85,0	80,2	72,6	64,5	82,5	90,0	90,0	90,0	75,0	78,2
Israel	2005	62,6	70,0	77,0	53,9	15,1	86,2	70,0	50,0	70,0	70,0	64,2
Italy	2005	64,9	70,0	80,2	49,6	27,4	84,7	70,0	70,0	70,0	53,0	74,5
"Jamaica "	2005	67,0	70,0	69,4	76,4	62,4	75,8	90,0	70,0	50,0	38,0	68,4
Japan	2005	67,3	70,0	80,6	70,7	57,6	90,6	50,0	30,0	70,0	70,0	83,3
Jordan	2005	66,7	70,0	62,4	79,2	63,5	81,8	70,0	70,0	50,0	46,0	73,9
Kazakhstan	2005	53,9	55,0	65,0	82,6	85,9	73,9	10,0	30,0	30,0	24,0	82,6
Kenya	2005	57,9	55,0	56,2	78,9	83,0	77,6	50,0	50,0	50,0	19,0	59,4
Kiribati	2005	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Kuwait	2005	64,6	70,0	77,8	99,9	51,3	83,7	30,0	50,0	50,0	53,0	80,2
"Kyrgyz Republic "	2005	56,6	55,0	69,4	85,1	81,5	78,8	30,0	50,0	30,0	21,0	64,8
Laos	2005	44,4	40,0	60,6	70,9	89,8	61,6	30,0	10,0	10,0	10,0	61,3
Latvia	2005	66,3	70,0	80,0	83,6	52,7	84,8	70,0	70,0	50,0	38,0	63,5
Lebanon	2005	57,2	55,0	69,0	91,7	54,4	82,9	30,0	70,0	30,0	30,0	59,2
Lesotho	2005	53,9	55,0	77,8	63,9	38,4	71,5	30,0	50,0	50,0	30,0	71,9
Liberia	2005	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Libya	2005	32,8	40,0	53,2	47,1	49,8	66,4	10,0	10,0	10,0	21,0	20,0
Liechtenstein	2005	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Lithuania	2005	70,5	70,0	84,0	82,8	65,1	90,1	70,0	90,0	50,0	47,0	55,8
Luxembourg	2005	76,3	85,0	80,2	64,3	39,0	85,9	90,0	90,0	90,0	87,0	51,4
Macau	2005	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Macedonia	2005	56,1	55,0	57,4	83,6	49,6	86,6	50,0	70,0	30,0	23,0	56,2
Madagascar	2005	63,1	70,0	79,2	81,4	92,6	82,8	50,0	50,0	50,0	26,0	48,9
Malawi	2005	53,6	55,0	60,0	68,6	68,5	68,0	50,0	30,0	50,0	28,0	57,9
"Malaysia "	2005	61,9	70,0	75,8	80,9	75,3	82,8	30,0	30,0	50,0	52,0	72,0
Maldives	2005	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Mali	2005	57,3	70,0	62,2	70,0	83,0	84,2	50,0	30,0	30,0	30,0	63,3
Malta	2005	68,9	85,0	75,8	62,2	40,3	85,7	50,0	90,0	90,0	50,0	60,0
Mauritania	2005	59,4	55,0	67,0	78,2	70,4	76,1	70,0	70,0	30,0	30,0	47,0
Mauritius	2005	67,2	70,0	53,4	84,5	82,0	71,4	50,0	70,0	70,0	44,0	76,4
Mexico	2005	65,2	70,0	75,2	74,9	83,7	81,1	50,0	70,0	50,0	36,0	61,4
Micronesia	2005	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Moldova	2005	57,4	55,0	77,2	84,5	68,5	70,0	30,0	50,0	50,0	24,0	64,8
Mongolia	2005	59,7	55,0	77,0	73,6	40,1	87,6	50,0	50,0	50,0	43,0	70,4
Montenegro	2005	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Morocco	2005	52,2	70,0	28,6	63,1	73,2	82,2	70,0	30,0	30,0	33,0	42,1
"Mozambique "	2005	54,6	55,0	66,2	80,9	65,7	66,4	70,0	50,0	30,0	27,0	35,2
Namibia	2005	61,4	70,0	77,8	67,8	63,3	71,7	50,0	50,0	30,0	47,0	86,6
Nepal	2005	51,4	55,0	56,4	86,6	91,3	77,2	30,0	30,0	30,0	10,0	47,5
New Zealand	2005	82,3	85,0	79,4	61,7	55,3	85,8	90,0	90,0	90,0	95,0	91,1
"Nicaragua "	2005	62,5	55,0	80,4	82,9	82,4	75,8	50,0	70,0	30,0	26,0	72,9
Niger	2005	54,1	55,0	56,8	66,5	89,8	88,3	50,0	50,0	30,0	10,0	44,2
Nigeria	2005	48,4	55,0	53,4	84,0	48,6	66,2	30,0	30,0	30,0	14,0	73,2
North Korea	2005	8,0	40,0	0,0	0,0	0,0	0,0	10,0	10,0	10,0	10,0	0,0
Norway	2005	64,5	70,0	83,6	50,4	28,3	85,5	50,0	50,0	90,0	88,0	49,3
Oman	2005	66,5	70,0	71,6	98,5	57,6	80,4	50,0	50,0	50,0	63,0	73,8
"Pakistan "	2005	53,3	70,0	54,6	69,7	89,7	74,0	30,0	30,0	30,0	25,0	59,6
"Panama "	2005	64,3	70,0	73,6	81,3	79,4	89,8	70,0	70,0	30,0	34,0	45,2
Papua New Guinea	2005	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
"Paraguay "	2005	53,4	55,0	60,0	90,2	86,9	67,5	50,0	50,0	30,0	16,0	28,1
Peru	2005	61,3	55,0	59,8	82,3	76,0	86,6	70,0	70,0	30,0	37,0	45,9
Poland	2005	59,6	70,0	79,2	68,3	30,3	82,3	50,0	70,0	50,0	36,0	60,0
Portugal	2005	62,4	70,0	80,2	61,7	32,0	83,2	70,0	50,0	70,0	66,0	41,2
Qatar	2005	63,5	55,0	76,6	99,9	75,5	81,7	30,0	50,0	50,0	56,0	60,0
"Republic of Congo "	2005	46,2	55,0	49,0	60,2	62,2	80,1	30,0	30,0	30,0	22,0	43,9
Romania	2005	52,1	55,0	70,4	70,1	68,9	62,6	30,0	50,0	30,0	28,0	55,5
Russia	2005	51,3	55,0	63,2	91,5	58,9	65,6	30,0	30,0	30,0	27,0	61,8
Rwanda	2005	51,7	55,0	71,8	70,5	86,4	75,1	30,0	30,0	30,0	10,0	58,0
Saint Lucia	2005	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Saint Vincent and the Grenadines	2005	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Samoa	2005	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
"São Tomé and Príncipe "	2005	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Saudi Arabia	2005	63,0	70,0	62,2	99,4	67,3	91,3	30,0	30,0	50,0	45,0	85,2
Senegal	2005	57,9	55,0	68,2	59,5	86,8	84,3	50,0	50,0	50,0	32,0	43,7
"Serbia "	2005	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Seychelles	2005	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Sierra Leone	2005	44,8	40,0	53,2	73,5	75,5	81,7	30,0	30,0	10,0	22,0	32,5
Singapore	2005	88,6	100,0	85,0	88,5	89,3	91,4	90,0	60,0	90,0	94,0	98,2
Slovakia	2005	66,8	70,0	72,8	81,9	42,4	78,0	70,0	90,0	50,0	37,0	75,7
Slovenia	2005	59,6	85,0	81,8	55,6	45,3	79,1	50,0	50,0	50,0	59,0	40,3
Solomon Islands	2005	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
South Africa	2005	62,9	70,0	77,8	69,7	79,9	78,6	50,0	50,0	50,0	44,0	58,7
South Korea	2005	66,4	70,0	73,6	69,5	77,8	83,3	70,0	50,0	70,0	43,0	56,6
Spain	2005	67,0	70,0	80,2	55,4	53,0	83,9	70,0	70,0	70,0	69,0	48,8
Sri Lanka	2005	61,0	70,0	76,6	78,5	80,6	72,3	50,0	30,0	50,0	34,0	67,6
Sudan	2005	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Suriname	2005	51,9	55,0	61,6	66,6	70,0	59,9	30,0	30,0	50,0	10,0	85,8
Swaziland	2005	59,4	70,0	77,8	74,4	70,8	71,6	30,0	50,0	50,0	30,0	69,2
Sweden	2005	69,8	70,0	80,2	33,7	0,0	86,0	90,0	90,0	90,0	93,0	65,2
Switzerland	2005	79,3	70,0	83,4	73,0	61,1	90,0	70,0	90,0	90,0	88,0	77,2
Syria	2005	46,3	55,0	15,0	82,5	70,4	72,6	30,0	10,0	30,0	34,0	63,7
Taiwan	2005	71,3	70,0	78,4	76,3	82,9	91,8	70,0	70,0	70,0	57,0	46,1
Tajikistan	2005	50,4	55,0	68,4	84,8	88,9	58,6	30,0	10,0	30,0	18,0	60,3
Tanzania	2005	56,3	55,0	54,2	80,8	90,8	79,0	30,0	70,0	30,0	25,0	47,9
"Thailand "	2005	62,5	70,0	67,6	75,2	90,1	82,3	30,0	50,0	50,0	33,0	76,8
The Bahamas	2005	72,6	85,0	17,0	96,7	88,0	79,5	50,0	70,0	90,0	70,0	80,0
The Gambia	2005	56,5	55,0	59,6	73,5	80,6	66,5	50,0	50,0	30,0	25,0	75,1
The Netherlands	2005	72,9	70,0	80,2	45,7	28,0	84,8	90,0	90,0	90,0	89,0	61,5
The Philippines	2005	54,7	55,0	79,4	78,0	88,5	77,9	30,0	30,0	30,0	25,0	53,4
Timor-Leste	2005	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Togo	2005	48,2	40,0	62,0	52,2	94,9	85,8	30,0	30,0	30,0	10,0	46,9
Tonga	2005	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Trinidad and Tobago	2005	71,5	70,0	79,2	73,7	80,2	77,3	70,0	70,0	70,0	46,0	79,0
Tunisia	2005	55,4	70,0	30,2	70,9	76,8	84,7	30,0	30,0	50,0	49,0	62,7
Turkey	2005	50,6	55,0	76,0	65,3	54,4	53,8	50,0	30,0	50,0	31,0	40,7
Turkmenistan	2005	47,6	55,0	81,6	89,9	90,8	68,3	30,0	10,0	10,0	10,0	30,0
Uganda	2005	62,9	55,0	71,4	80,7	81,1	80,4	50,0	70,0	30,0	22,0	87,9
Ukraine	2005	55,8	55,0	76,2	83,0	78,6	76,2	30,0	50,0	30,0	23,0	55,8
United Arab Emirates	2005	65,2	70,0	77,0	99,9	70,2	79,0	50,0	30,0	50,0	52,0	74,3
United Kingdom	2005	79,2	85,0	80,2	62,3	43,5	85,0	90,0	90,0	90,0	87,0	79,0
United States	2005	79,9	85,0	79,8	68,6	60,0	85,7	70,0	90,0	90,0	75,0	95,4
"Uruguay "	2005	66,9	70,0	72,0	86,1	51,3	69,1	70,0	50,0	70,0	55,0	75,9
Uzbekistan	2005	45,8	40,0	71,6	73,2	58,5	53,4	30,0	10,0	30,0	24,0	67,1
Vanuatu	2005	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
"Venezuela "	2005	45,2	55,0	62,4	75,8	80,2	51,9	10,0	30,0	30,0	24,0	32,3
Vietnam	2005	48,1	40,0	50,2	74,5	79,1	79,1	30,0	30,0	10,0	24,0	64,1
Yemen	2005	53,8	55,0	59,8	74,9	66,5	68,8	50,0	30,0	30,0	26,0	76,8
Zambia	2005	55,0	55,0	68,2	68,7	69,7	60,6	50,0	50,0	50,0	25,0	52,6
Zimbabwe	2005	35,2	55,0	61,0	66,1	74,4	0,0	10,0	10,0	10,0	23,0	42,8
Afghanistan	2004	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Albania	2004	58,5	55,0	61,4	83,6	72,3	79,6	70,0	50,0	30,0	25,0	N/A
Algeria	2004	58,1	70,0	55,0	74,1	62,4	81,1	70,0	30,0	30,0	50,0	N/A
Angola	2004	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
